,total_pass,accurate_pass,total_long_balls,accurate_long_balls,goal_assist,good_high_claim,saved_shots_from_inside_the_box,saves,minutes_played,touches,possession_lost_ctrl,goals_prevented,total_cross,accurate_cross,aerial_lost,duel_lost,duel_won,dispossessed,on_target_scoring_attempt,goals,total_clearance,outfielder_block,interception_won,total_tackle,fouls,expected_goals,expected_assists,aerial_won,was_fouled,shot_off_target,challenge_lost,total_contest,won_contest,big_chance_created,clearance_off_line,key_pass,error_lead_to_a_shot,big_chance_missed,penalty_miss,blocked_scoring_attempt,penalty_save,punches,penalty_conceded,total_offside,total_keeper_sweeper,accurate_keeper_sweeper,hit_woodwork,last_man_tackle,own_goals,penalty_won,error_lead_to_a_goal,pass_accuracy,long_ball_accuracy,cross_accuracy,keeper_sweeper_accuracy,contest_win_rate,contest_loss_rate,duel_win_rate,aerial_win_rate,rating
possession_lost_ctrl,0.2869955922546686,0.16203057453037983,0.3311057722970274,0.1760860964978855,0.05151557013350589,0.11435609106123193,0.09408783925602647,0.09369804774042373,0.480672521713467,0.45919386861615735,1.0,0.04551327148432469,0.48730555517888785,0.278002421251468,0.08760850598377808,0.3509744308708885,0.3214474743535,0.31600563392267106,0.11414363705742621,0.06249791885214213,0.020014036944387904,-0.03475694877641403,0.05897115989351237,0.16791902623499572,0.10673522208230914,0.08766153476275881,0.22711183858405393,0.14331014600642514,0.2145342703472572,0.10941290689409561,0.14094797330106937,0.3610480186231673,0.23067141535480243,0.111606000761057,-0.0027386554482339773,0.2603936630289168,0.05086214411827231,0.03804218921770598,0.025299975290002077,0.1259819225326429,0.03871948637004089,0.061885701353633374,-0.023732553792872323,0.06649560182483669,0.026620678512564205,0.029201057926624887,0.04131382638762399,-0.016156971286754876,-0.010012682648293298,0.02010715291982234,0.01399878042227475,-0.37335064287416553,-0.18152551000620795,-0.11706624406306539,0.09079445139046609,-0.12115522183728553,0.03793347247882379,0.00584430412433359,0.05724745887799162,0.16478918274762708
goals_prevented,0.0071578541711111955,-0.001286662113047448,0.01850360961146997,-0.014179600001530726,0.003059056800094251,0.08280843338244247,0.25104276078316184,0.21712706658240086,-0.012968489026788198,0.023115455365583976,0.04551327148432469,1.0,0.009188995762331516,0.006549954865092873,0.011812825248843898,0.020256774800835965,0.02400980445658497,0.009946454214074087,0.007306390943457404,0.004382661398788305,0.012267719914913832,0.0064289199512235174,0.009590983831161843,0.011717709730221518,0.01387723439595736,0.007054796188061742,0.008745950607411778,0.015671405919082514,0.015689434323927734,0.007991846898777428,0.00938296159191853,0.010231843974741233,0.0076694062028370424,0.00541367277315005,0.0012243979762282333,0.008963209038302037,0.016624284025443695,0.004188851470678654,0.0007425213959765106,0.006902202437977304,0.20141029306418629,0.029063797142974426,0.0018781324669808104,0.004379138004982192,-0.08291546019402579,-0.08370655092223378,0.00231548119303292,-0.002537993528224804,-0.0320688005363364,0.0012432128506704588,-0.06062035043917592,-0.030421586727991338,-0.010595724718714766,,0.0030083464584401962,-0.016734742028300113,0.007612766014624431,0.01802314780495796,0.01591452004442264,0.24587014735981452
total_cross,0.061203376711018886,0.053192790423587474,-0.09490793007028776,-0.07282912586736669,0.10488220404392369,-0.09993223965606712,-0.12410435908406965,-0.13724764455408725,0.11568368614716398,0.2201650774842051,0.48730555517888785,0.009188995762331516,1.0,0.732875093693632,-0.07407896152710026,0.10398240862893389,0.09924307111764713,0.09512813767893523,0.08237469197224957,0.020316842126915525,-0.10136464126085001,-0.07871078723086455,-0.005008801652227109,0.08261149462956165,0.011425482619437401,0.03184640755641565,0.43157974899467527,-0.10940183318883263,0.13643977763543988,0.08343479080489395,0.11691975033473162,0.25559627230151155,0.20047958133616076,0.2225349526736142,-0.023483346906923427,0.4571130420194034,-0.005183237385474904,-0.009437245138791395,0.010491329695305883,0.14829821859526005,-0.024297477559250942,-0.08456226488110201,-0.021248628663959167,0.03689457854578563,-0.08787792409200457,-0.08719787115650442,0.027461494503349927,-0.022289279992230585,-0.016774323846002314,0.009530993846332493,-0.025404474951207734,0.0424562947764435,0.008811642140351083,0.03305598487049757,,-0.012490955514943105,0.01715152333198978,-0.020798506938940534,-0.05934305713328145,0.1751494233751849
accurate_cross,0.05909541928889253,0.05459455807325769,-0.057775041844252535,-0.039170433316188004,0.16163701911564501,-0.07101629586530493,-0.08846210963489233,-0.09783069885119795,0.08003428092016221,0.17012503771444298,0.278002421251468,0.006549954865092873,0.732875093693632,1.0,-0.05574464000239979,0.0653888822769833,0.06883739720087677,0.047385019578882595,0.06571217225504722,0.013860549844558385,-0.07391423274162671,-0.04833153954130619,-0.001176912676025338,0.05479316561431058,0.004494572377015629,0.015542144364490619,0.5250518353620555,-0.071941742750076,0.09457716983356435,0.05867933257123465,0.0902569647044929,0.17765645751549522,0.1360288938588425,0.3069970704854173,-0.021705048616639445,0.545418985571003,-0.006084060172952704,-0.013143507123506457,-0.0006781067141180101,0.1045396459839232,-0.01731934429669595,-0.06027633841466785,-0.02064902567464897,0.02337767568524858,-0.06263975425913589,-0.062155009663685985,0.00961762915063722,-0.023142685314865293,-0.018156094532297967,0.0064251914241148095,-0.023085109332016115,0.0396984934433857,0.01702553628315149,0.6245582674454488,,-0.0026156386041621587,0.01384839489177211,-0.012147901690703494,-0.04002093280826948,0.20843533690034804
aerial_lost,0.03187887487105421,0.023421978266404637,-0.12610429875871962,-0.10535680506978784,0.009404771118768127,-0.12396992324973954,-0.153856821447471,-0.16992271620584629,0.18573742036453864,0.06705906718375766,0.08760850598377808,0.011812825248843898,-0.07407896152710026,-0.05574464000239979,1.0,0.6231644762519646,0.27258335037288317,0.09949146136119327,0.11356552687139383,0.07903482918018855,0.14752847510335756,0.0982942863697949,0.06798274016207095,0.05494808263336671,0.16691958828753894,0.15266408301512482,-0.009246808696803992,0.36590832796674966,0.09473458435204242,0.14848777911969435,0.017272901462784988,0.034794697581691916,0.010870535604634992,0.012813110586232386,0.023798041481810958,0.026850236859623098,-0.0025893446509212804,0.09524193054243564,0.04997077636062068,0.05766922370121361,-0.030748817997903327,-0.10633686864060385,0.0009805342008526424,0.11619751830951724,-0.10990457663428983,-0.10899646224163184,0.029635853313609725,0.03917818786397628,0.003269902192674607,0.013729220072048938,0.0075844330336685166,-0.08774320226072509,-0.000356543335789604,-0.012256271555462125,0.023559303396650563,-0.030342693458497494,-0.01707455348413989,-0.2634666551588834,-0.4860010656787343,0.011999563282095586
duel_lost,0.005737134403420316,0.0007698400377730723,-0.2648299880439158,-0.2102940409661839,0.04651620275255556,-0.21045067993931318,-0.26013593094054493,-0.28794935321323945,0.24699905894146265,0.13402588515797892,0.3509744308708885,0.020256774800835965,0.10398240862893389,0.0653888822769833,0.6231644762519646,1.0,0.4069927746061644,0.5505541251019358,0.19774099798018088,0.127669422615831,0.00941601833114952,0.029882691720129247,0.08238989438769898,0.1991766626869505,0.5486380808587132,0.2029901164946397,0.11449311243585587,0.22646557796551564,0.2633178103887668,0.19994557183923442,0.400959518297824,0.45735523107458453,0.23685554293110603,0.0684374841717481,0.004902820463076967,0.17992825975108911,-0.002816590262611237,0.1105802485193861,0.05761251175901922,0.1537399721825397,-0.05055837455591839,-0.1772168060003685,-7.10337416019441e-05,0.16361187780447708,-0.1851840742464255,-0.18430057534727406,0.0606932663965953,0.004845858334847761,-0.006247273165133763,0.027890413870270303,-0.01574162654989246,-0.052001384299061676,0.04227321896048894,-0.019167973788091132,-0.16144450318698614,-0.2553071051204651,0.2265541292652637,-0.4789182671411764,-0.33314703053925054,-0.05831137368868776
duel_won,0.2400347090368658,0.21959924762953462,-0.11915197171864308,-0.07037662887642017,0.044442309449227925,-0.1786645798657982,-0.23235951570333893,-0.25653406248332006,0.33907242035975554,0.37975110433385606,0.3214474743535,0.02400980445658497,0.09924307111764713,0.06883739720087677,0.27258335037288317,0.4069927746061644,1.0,0.19343282258147443,0.14107187091878834,0.07327663671188263,0.22945998088978167,0.1186166776282115,0.2031515225817275,0.60933454357386,0.24622905460875358,0.11809943242144938,0.11266282802683122,0.6183483765179152,0.569272264524977,0.17423465470143076,0.17558377562611427,0.34909344008471954,0.3930977657292311,0.062009822792572285,0.015078231051473542,0.15706015223715492,0.014250135836671398,0.05750003419986638,0.011405235198492899,0.11589069196679419,-0.04352739729833988,-0.14662431314996768,0.0033163408327042784,0.06909906664892393,-0.16827398133524527,-0.16690018473939564,0.037933589779664975,0.06202603861829984,0.007722553022910782,0.05490748591717121,-0.00396553672422174,0.005909829480806145,0.031916355821362506,-0.0015571417280035138,0.000569780921748894,0.2459319701444745,0.037209719692263096,0.4250231318812909,0.27557272779447256,0.3347171478380738
dispossessed,-0.09125911245882055,-0.09013669754526282,-0.20860284346295677,-0.17337443108087927,0.0335222325142199,-0.10368906370990372,-0.12865641091985183,-0.14283102205494744,0.08244832661991773,0.012254880758238839,0.31600563392267106,0.009946454214074087,0.09512813767893523,0.047385019578882595,0.09949146136119327,0.5505541251019358,0.19343282258147443,1.0,0.17332694562012452,0.12754015473682118,-0.15521017460712147,-0.08152760545116107,-0.04243427075084887,0.04821504465623107,0.11015070973173294,0.17949600252788656,0.11663083004348378,0.01414573613044273,0.20593537251619307,0.13362055958195734,0.08752942721560984,0.30934607883820175,0.2431733211639789,0.05446233135954051,-0.016535054414942487,0.15925551813667255,-0.002800463934905426,0.0862936306075583,0.03293186250636327,0.15228041451906246,-0.025454497256128607,-0.08758205049205314,-0.025712980790702087,0.12931921684433323,-0.09157751414252041,-0.09084744004501741,0.04394720612340111,-0.03735694757080863,-0.008464495196403255,0.021307008644851928,-0.02743230407877524,-0.03806402346945151,0.05427110390268311,-0.04570953089456863,0.013549755108590794,-0.007972751545857533,-0.0022132358253660407,-0.25475595769123643,-0.08526397755555565,-0.03382092533821358
on_target_scoring_attempt,-0.0686936176920515,-0.06750266117748091,-0.15397877931856596,-0.124454519284376,0.05861928801976151,-0.07969377900659023,-0.09867835275019814,-0.10912889429022923,0.07754576514057897,-0.0054004956121713596,0.11414363705742621,0.007306390943457404,0.08237469197224957,0.06571217225504722,0.11356552687139383,0.19774099798018088,0.14107187091878834,0.17332694562012452,1.0,0.5891915709014861,-0.11247578082024104,-0.08094004294483892,-0.05338551562948781,-0.01906643103166055,0.05575052336724343,0.6200494664846234,0.13069767967613474,0.06082216562616792,0.1560810866736202,0.17615132469776731,0.007912720432765523,0.2143029903623041,0.1643467194216497,0.08428006635959225,-0.011209544561967837,0.1721011730079053,-0.013769120072394088,0.359864098332372,0.11414847234125648,0.1721160566774806,-0.01931950722139903,-0.06723748516875591,-0.023203023962803986,0.17638312587548896,-0.06987384533875823,-0.06933311893757964,0.1220121851213435,-0.029852876523189943,-0.022524168604275713,0.06997301385149812,-0.027474430073559652,-0.03510044122338592,0.04642746206422576,-0.008331328936855339,,-0.013629624323512154,-0.06095112265754136,-0.04119903590805313,-0.0478420953277538,0.36674827515842817
goals,-0.06036535277886483,-0.06093651179435851,-0.09912162270840352,-0.08286548435706781,0.030649304734523746,-0.04780347119100032,-0.0591911671358858,-0.06545981404492375,0.04445580575932024,-0.02703786149258203,0.06249791885214213,0.004382661398788305,0.020316842126915525,0.013860549844558385,0.07903482918018855,0.127669422615831,0.07327663671188263,0.12754015473682118,0.5891915709014861,1.0,-0.07601954428055434,-0.04210528877999119,-0.042875088399797846,-0.025816110804861764,0.03228600186232014,0.5885866556817655,0.060917289984193455,0.02776787505783499,0.10158265228437398,0.09526534547531812,0.0031878618642095036,0.11570751469425665,0.08837761191783143,0.0537245735599055,0.00907966570167619,0.10343164957248215,-0.019668748880461693,0.10477588505836308,0.03831236196366663,0.10322779768936961,-0.011588602252204523,-0.040331694961461384,-0.019034059003788188,0.11851384930604758,-0.041913087750293586,-0.04158873873255108,0.04776254069374774,-0.01614785457257787,-0.0167854655075574,0.09014103442125145,-0.02047450036633048,-0.03955078823722612,0.027896282778584927,-0.01803759103907763,,0.0018938106006235582,-0.034528969664939804,-0.035855014622047654,-0.04093101059173978,0.45727692853908075
total_clearance,0.3006365996757167,0.28776013022165,0.1750493509249557,0.15377560988184855,-0.0384699872792776,-0.033337399920120504,-0.051030522305648134,-0.055227296791721815,0.33809902067557834,0.3542582511648626,0.020014036944387904,0.012267719914913832,-0.10136464126085001,-0.07391423274162671,0.14752847510335756,0.00941601833114952,0.22945998088978167,-0.15521017460712147,-0.11247578082024104,-0.07601954428055434,1.0,0.32753573435667294,0.28281529000623556,0.1805643727377265,0.07070889229280064,-0.12282512087185489,-0.11018968276797703,0.3673460954033571,-0.05413960204167197,-0.08110344581508133,0.03097302956160965,-0.1789391490397894,-0.1318240983215655,-0.05339362295010531,0.07434284862293469,-0.127738681317656,0.051098483760206655,-0.07516428508624724,-0.024060376465861684,-0.11879382584845863,-0.006098908531793823,0.037341531470393895,0.0454957865461085,-0.08118729935496877,-0.005351622676507683,-0.003899644782478487,-0.04232875409703305,0.10452505230940014,0.03510253556831521,-0.016280800848470722,0.030868544690970393,0.09145081954768694,-0.08075898112164377,0.014854225682970066,0.1279665396062428,0.0376464441735284,0.091284666868789,0.15134698315719675,0.16584917541365302,0.11757961980152776
outfielder_block,0.21425881496454502,0.2193404082036081,0.047218022694968005,0.06207801669254374,-0.019772901004664816,-0.06848706166042696,-0.08682744129886719,-0.09602291078958182,0.18324903270186738,0.22980629438647934,-0.03475694877641403,0.0064289199512235174,-0.07871078723086455,-0.04833153954130619,0.0982942863697949,0.029882691720129247,0.1186166776282115,-0.08152760545116107,-0.08094004294483892,-0.04210528877999119,0.32753573435667294,1.0,0.19502358565773042,0.12379417990017304,0.059965406353313634,-0.07481302669863463,-0.0570849690418921,0.15669597488338838,-0.031954014534211796,-0.03786101591807665,0.04069528363982416,-0.08746451496865532,-0.05159850673672704,-0.028057053135219952,0.20444136186406536,-0.0686227294002323,0.03526579499968914,-0.05307826782320314,-0.016479625871086992,-0.05964496272136183,-0.01699930463407218,-0.05916250762061761,0.021241279859826143,-0.05058711954843065,-0.0614822505178566,-0.06100646339181977,-0.021314668997946058,0.05336812983323853,0.022604294872241932,-0.0033048848810891137,0.02240333128017746,0.11604885937725638,0.0006623891532069564,0.050287541332958235,,0.061989175029436384,0.05225445626715932,0.04899408035449893,0.05311948665356465,0.138820651160784
interception_won,0.2681993258926755,0.2674684891025204,0.02891101116122032,0.042262938321065695,-0.01616423734710622,-0.1030494995493609,-0.12726341063653887,-0.14102341454576928,0.23524632821929894,0.3168785349611821,0.05897115989351237,0.009590983831161843,-0.005008801652227109,-0.001176912676025338,0.06798274016207095,0.08238989438769898,0.2031515225817275,-0.04243427075084887,-0.05338551562948781,-0.042875088399797846,0.28281529000623556,0.19502358565773042,1.0,0.21675504883909835,0.10053271011086014,-0.07613752961028833,-0.01749315744725532,0.14420556147050423,0.04485672525178836,-0.02488869214885728,0.11710255738979926,-0.03103581396956518,-0.009790676692598602,-0.014032738555560541,0.04241197343871733,-0.013841224488842237,0.0418128345313439,-0.04959283959221538,0.0007288859729044877,-0.036947845678209384,-0.025239466253947598,-0.08511722273350612,0.01656192380636763,-0.05731309385368972,-0.09076011035848784,-0.09003461147124792,-0.018144500829248542,0.0469582668924409,0.009535807795035963,-0.02033981309059307,0.0036324451687499435,0.12807444241997085,-0.020515904971861888,-0.006581144885687032,0.013549755108590692,0.04458729118383341,0.09229313754588044,0.06085138781402129,0.04337542347086143,0.12574043349736985
